Hotel,Review,Rating,Rating Category
Ritz Carlton,"Elegant property, well located, incredible views of Marina Bay and the city.  The Club Lounge was excellent, fabulous food and beverages, but the very best thing about this hotel was its staff - unparalleled level of service. Service level was definitely 6 star.",10.0,Positive
Ritz Carlton,The view from the marina bay view room was amazing! Loved that from the bath we could see the gardens by the bay light show and the marina bay sands light show. The service from the hotel staff were amazing.,10.0,Positive
Ritz Carlton,location,9.0,Positive
Ritz Carlton,very nice views and relaxing time at the pool and restaurants. staff were really friendly and helpful,10.0,Positive
Ritz Carlton,"We have 18 months baby, the front desk really understanding and they let us for late check out. Really lovely attitude.",10.0,Positive
Ritz Carlton,The service is more than excellent. The staff went above and beyond to make our stay special. Fahzil in the club room and Azman in the gym (sorry if I spelt names wrong) were so lovely in making us feel welcome and paid special attention to our needs from start to finish. We have stayed in Singapore many times and would have to say that this is by far the best hotel we have been to. We can highly recommend and would not hesitate to stay again. Thank you for making us feel so welcome.,10.0,Positive
Ritz Carlton,we booked a club room and the facilities in the lounge were excellent and included. bedrooms great. bathroom with a superb view. it was great.,9.0,Positive
Ritz Carlton,"This property was exceptional and exceeded our expectations. You get the FULL five star service here. Staff are so welcoming and running to your aid from the moment you check in. The highlight was definitely the room size, it’s so much more spacious then most hotel rooms and then there was the divine bathroom with the spectacular view above the bathtub. May I suggest booking a room on a higher floor, our view of the City was nothing short of amazing and gave our stay that extra ounce of Wow factor! It made our stay here even more memorable. Our whole experience here was very special, it was a decadent spend for us but worth every cent.",10.0,Positive
Ritz Carlton,"Spacious room, very clean and nice breakfast. Good service and very friendly personel.",10.0,Positive
Ritz Carlton,Great Breakfast,10.0,Positive
Ritz Carlton,beautiful.  best service.,8.0,Positive
Ritz Carlton,Colony had superb food especially the sea food buffet and th soft shell crabs. It was perhaps a little pricey co[ared to a similar offering at the Mandarin Oriental,9.0,Positive
Ritz Carlton,"We didn't tell them about my kids, but they observed it and gave us some toys for the children. The children were thrilled.",10.0,Positive
Ritz Carlton,view/breakfast,8.0,Positive
Ritz Carlton,i like everything about the ritz,10.0,Positive
Ritz Carlton,"Elegant property, well located, incredible views of Marina Bay and the city.  The Club Lounge was excellent, fabulous food and beverages, but the very best thing about this hotel was its staff - unparalleled level of service. Service level was definitely 6 star.",10.0,Positive
Ritz Carlton,The view from the marina bay view room was amazing! Loved that from the bath we could see the gardens by the bay light show and the marina bay sands light show. The service from the hotel staff were amazing.,10.0,Positive
Ritz Carlton,location,9.0,Positive
Ritz Carlton,very nice views and relaxing time at the pool and restaurants. staff were really friendly and helpful,10.0,Positive
Ritz Carlton,"The view overlooking Marina Bay Sands is the best of any hotel in Singapore. The bath view alone is bucket list type viewing. Lovely place and space to spend with a loved one. Breakfast in the room also provides the perfect viewing point. The breakfast itself is amazing, with 10 different stations, huge variety, and excellent local and fresh produce. The gym is also great, and in keeping with the rest of the facilities at the hotel.",9.0,Positive
Ritz Carlton,service was exceptional,9.0,Positive
Ritz Carlton,"Beautiful hotel, great location, friendly staff. Pool and restaurant were good as well. Will definitely stay here again!",9.0,Positive
Ritz Carlton,"view, location, service",10.0,Positive
Ritz Carlton,the views are unbeatable,10.0,Positive
Ritz Carlton,Breakfast buffet was amazing. Location is great as it is walking distance to shops and restaurants.,10.0,Positive
Ritz Carlton,Perfect view to the Marina Bay,9.0,Positive
Ritz Carlton,breakfast are amazing,10.0,Positive
Ritz Carlton,Size of the room,9.0,Positive
Ritz Carlton,Exceptional breakfast such a big spread that it might actually help to put signs where is what !,9.0,Positive
Ritz Carlton,i like everything about the ritz,10.0,Positive
Ritz Carlton,"Elegant property, well located, incredible views of Marina Bay and the city.  The Club Lounge was excellent, fabulous food and beverages, but the very best thing about this hotel was its staff - unparalleled level of service. Service level was definitely 6 star.",10.0,Positive
Ritz Carlton,The view from the marina bay view room was amazing! Loved that from the bath we could see the gardens by the bay light show and the marina bay sands light show. The service from the hotel staff were amazing.,10.0,Positive
Ritz Carlton,location,9.0,Positive
Ritz Carlton,very nice views and relaxing time at the pool and restaurants. staff were really friendly and helpful,10.0,Positive
Ritz Carlton,"The view overlooking Marina Bay Sands is the best of any hotel in Singapore. The bath view alone is bucket list type viewing. Lovely place and space to spend with a loved one. Breakfast in the room also provides the perfect viewing point. The breakfast itself is amazing, with 10 different stations, huge variety, and excellent local and fresh produce. The gym is also great, and in keeping with the rest of the facilities at the hotel.",9.0,Positive
Ritz Carlton,service was exceptional,9.0,Positive
Ritz Carlton,"Beautiful hotel, great location, friendly staff. Pool and restaurant were good as well. Will definitely stay here again!",9.0,Positive
Ritz Carlton,"view, location, service",10.0,Positive
Ritz Carlton,the views are unbeatable,10.0,Positive
Ritz Carlton,Breakfast buffet was amazing. Location is great as it is walking distance to shops and restaurants.,10.0,Positive
Ritz Carlton,Perfect view to the Marina Bay,9.0,Positive
Ritz Carlton,breakfast are amazing,10.0,Positive
Ritz Carlton,Size of the room,9.0,Positive
Ritz Carlton,Exceptional breakfast such a big spread that it might actually help to put signs where is what !,9.0,Positive
Ritz Carlton,"Breakfast was very good,  plenty of choice.
Conceraige couldn’t do enough  
for us to make our stay a. Happy occasion. Thank you.",9.0,Positive
Ritz Carlton,staff were super helpful and the location is second to none.,9.0,Positive
Ritz Carlton,"The location, the view from the room, cleanliness, staff friendliness, gym equipment.",10.0,Positive
Ritz Carlton,"It’s a very upmarket hotel, located close to interesting areas to visit like Marina Bay Shopping, very clean and comfortable. Stuff is very friendly",8.0,Positive
Ritz Carlton,"The quality of the bed, bath tubes in the rest room and cleaning service made us fully relaxed. They provided a pretty plate of welcome food for the birthday celebration that surprised our family.",8.0,Positive
Ritz Carlton,View. Restaurant. Staff. Everything.,10.0,Positive
Ritz Carlton,"staff was friendly, very helpful.",10.0,Positive
Ritz Carlton,Everything,9.0,Positive
Ritz Carlton,The spa was one of the best I have ever been to. The view from the room was fantastic.,9.0,Positive
Ritz Carlton,clean and very good services provided,8.0,Positive
The Scarlet Singapore,Location,8.0,Positive
The Scarlet Singapore,"We really appreciated a well stocked fridge with a range of free drinks & snacks.
Friendly & helpful staff checkin, checkout, help booking a taxi.",9.0,Positive
The Scarlet Singapore,"The staff were incredibly helpful, and suggested a shower and let us use it before we left well after check out. The beds were very comfortable. The mini bar was replenished daily and there was plenty of free water and snacks to consume. The hotel is right across from Maxwell centre and there are excellent bakeries a step away as well if that suits you more than excellent Hainese chicken.",8.0,Positive
The Scarlet Singapore,"Charming old style, facilities are in order, good aircondition (cool without draught). Nice comforrable bed. Very nice that water and small bags of chips and cookies is free to take. Location close to Chinatown and metro station. Nice rooftop bar, good drinks.",8.0,Positive
The Scarlet Singapore,"Handy location, close to eateries, train station",9.0,Positive
The Scarlet Singapore,"Great hrepful staff, nice hotel style and perfect location right next to MRT station, eateries and bars",9.0,Positive
The Scarlet Singapore,Have stayed here several times. Very comfortable and good location.,9.0,Positive
The Scarlet Singapore,"Location very good.
Staff very helpfull",8.0,Positive
The Scarlet Singapore,"Been same hotel before and like the style, location and very friendly staff !",7.0,Positive
The Scarlet Singapore,"We stayed twice at the Scarlet at the start and end of our trip.  Our first room had no windows which was great to help get over the jetlag, our second room had a balcony and was very big and comfy (free mini bar as well!).
The staff were really helpful especially Ayub.",9.0,Positive
The Scarlet Singapore,"The Scarlet Singapore stands out for its fantastic location, right in the midst of everything, which makes exploring the city a breeze. The room I stayed in was just the right size, offering coziness without feeling too cramped. A particular highlight was the bathroom – it was remarkably clean, adding a nice touch of comfort to my stay.",8.0,Positive
The Scarlet Singapore,Right around the China town and close to 2 train stations. Interesting architecture. Snacks included.,8.0,Positive
The Scarlet Singapore,Hotel was in excellent position close to Chinatown and the MRT.  The staff were very helpful.,8.0,Positive
The Scarlet Singapore,"Lovely comfy beds and pillows, very helpful staff, good location, good value",9.0,Positive
The Scarlet Singapore,Location to Maxwell and Chinatown hawker centers and MRT,7.0,Positive
The Scarlet Singapore,"The staff were friendly and helpful, and the location was very close to food centres. If arriving by MRT,  I recommend exit 2 from Maxwell station as it leads you directly on to the street that the hotel is located on.
The free drinks and sacks were much appreciated after busy days out exploring.",8.0,Positive
The Scarlet Singapore,"For me, the location of this hotel was perfect. Chinatown is charming, but also filled with bars and restaurants, not to mention amazing hawker centers - thus this hotel is in the perfect location to enable you to explore all of this by foot. The hotel is also close to 2 metro stops, making it easy for everyone to get around if walking is not their thing.
The room was quite tiny, however the bathroom was really spacious, which was nice. I think it's also a nice touch that they provide a pretty well stacked mini bar, for free. Overall a very nice stay.",9.0,Positive
The Scarlet Singapore,liked the place for the hospitality and staff. they were very helpful. the place was very clean,8.0,Positive
The Scarlet Singapore,Location to Chinatown - nice rooms and well stocked minibar as part of room,8.0,Positive
The Scarlet Singapore,"Great location say access to the MRT across the street, Maxwell Hawker Centre and Chinatown. Staff are amazing, being greeted right away and given a cold bottle of water was an added bonus.",9.0,Positive
The Scarlet Singapore,"Boutique feeling, based just outside the rush of downtown Chinatown. small room, but with all necessary, quite..",8.0,Positive
The Scarlet Singapore,"Very friendly staff, so helpful and kind. Hotel had great atmosphere and was very comfortable",9.0,Positive
The Scarlet Singapore,Stunning location. Old style facility.,8.0,Positive
The Scarlet Singapore,"Friendly service from the front desk staff, great location next to the famed Maxwell Hawker Centre, nice little touches like free mini bar snacks and snacks at the reception.",7.0,Positive
The Scarlet Singapore,"Excellent helpful and friendly staff, great location. Puvan was wonderful at arranging not only an early check in after a long flight but was amazing at ensuring some times I left in room were retuned to me the day we checked out. Fabulous service.",8.0,Positive
The Scarlet Singapore,"The Scarlet Singapore stands out for its fantastic location, right in the midst of everything, which makes exploring the city a breeze. The room I stayed in was just the right size, offering coziness without feeling too cramped. A particular highlight was the bathroom – it was remarkably clean, adding a nice touch of comfort to my stay.",8.0,Positive
The Scarlet Singapore,Right around the China town and close to 2 train stations. Interesting architecture. Snacks included.,8.0,Positive
The Scarlet Singapore,Hotel was in excellent position close to Chinatown and the MRT.  The staff were very helpful.,8.0,Positive
The Scarlet Singapore,"Lovely comfy beds and pillows, very helpful staff, good location, good value",9.0,Positive
The Scarlet Singapore,Location to Maxwell and Chinatown hawker centers and MRT,7.0,Positive
The Scarlet Singapore,"The staff were friendly and helpful, and the location was very close to food centres. If arriving by MRT,  I recommend exit 2 from Maxwell station as it leads you directly on to the street that the hotel is located on.
The free drinks and sacks were much appreciated after busy days out exploring.",8.0,Positive
The Scarlet Singapore,"For me, the location of this hotel was perfect. Chinatown is charming, but also filled with bars and restaurants, not to mention amazing hawker centers - thus this hotel is in the perfect location to enable you to explore all of this by foot. The hotel is also close to 2 metro stops, making it easy for everyone to get around if walking is not their thing.
The room was quite tiny, however the bathroom was really spacious, which was nice. I think it's also a nice touch that they provide a pretty well stacked mini bar, for free. Overall a very nice stay.",9.0,Positive
The Scarlet Singapore,liked the place for the hospitality and staff. they were very helpful. the place was very clean,8.0,Positive
The Scarlet Singapore,Location to Chinatown - nice rooms and well stocked minibar as part of room,8.0,Positive
The Scarlet Singapore,"Great location say access to the MRT across the street, Maxwell Hawker Centre and Chinatown. Staff are amazing, being greeted right away and given a cold bottle of water was an added bonus.",9.0,Positive
The Scarlet Singapore,"Boutique feeling, based just outside the rush of downtown Chinatown. small room, but with all necessary, quite..",8.0,Positive
The Scarlet Singapore,"Very friendly staff, so helpful and kind. Hotel had great atmosphere and was very comfortable",9.0,Positive
The Scarlet Singapore,Stunning location. Old style facility.,8.0,Positive
The Scarlet Singapore,"Friendly service from the front desk staff, great location next to the famed Maxwell Hawker Centre, nice little touches like free mini bar snacks and snacks at the reception.",7.0,Positive
The Scarlet Singapore,"Excellent helpful and friendly staff, great location. Puvan was wonderful at arranging not only an early check in after a long flight but was amazing at ensuring some times I left in room were retuned to me the day we checked out. Fabulous service.",8.0,Positive
The Scarlet Singapore,Staff and location excellent. Nice touch with the mini bar complimentary and the snacks and water in reception.,8.0,Positive
The Scarlet Singapore,"Friendly atmosphere, very nice, helpful stuff.",9.0,Positive
The Scarlet Singapore,the scarlet was very nice right next to the MRT  it makes it very easy to get around,8.0,Positive
The Scarlet Singapore,"The property looks v impressive from entrance 
Room carpet ,furnishings and walls definitely need immediate refurbishment 
Good location Very expensive considering rooms and corridors very tired
The staff were exceptional and went out of their way to support and help me when I was sick",7.0,Positive
The Scarlet Singapore,The location near Chinatown. The hotel itself has really funky decor...not boring but rich and eclectic. Free minibar and endless free snacks. A great place to stay.,9.0,Positive
The Scarlet Singapore,location and decoration,9.0,Positive
The Scarlet Singapore,Snacks and mini bar,8.0,Positive
The Scarlet Singapore,Great location in Chinatown. Very helpful staff and relatively spacious room,8.0,Positive
The Scarlet Singapore,"Location near Maxwell centre was fantastic, and the amenities (like minibar) were great.",9.0,Positive
The Scarlet Singapore,"The hotel was in a prime location with easy access to the transport system. We had the options of 2 metro stations and a bus stop.
The room was spacious, airy and free of noise. 
The hotel was very generous in offering free refreshments (drinks / chicolates)in the room . Goid value for money.",8.0,Positive
The Scarlet Singapore,"Boutique feeling, based just outside the rush of downtown Chinatown. small room, but with all necessary, quite..",8.0,Positive
The Scarlet Singapore,"Very friendly staff, so helpful and kind. Hotel had great atmosphere and was very comfortable",9.0,Positive
The Scarlet Singapore,Stunning location. Old style facility.,8.0,Positive
The Scarlet Singapore,"Friendly service from the front desk staff, great location next to the famed Maxwell Hawker Centre, nice little touches like free mini bar snacks and snacks at the reception.",7.0,Positive
The Scarlet Singapore,"Excellent helpful and friendly staff, great location. Puvan was wonderful at arranging not only an early check in after a long flight but was amazing at ensuring some times I left in room were retuned to me the day we checked out. Fabulous service.",8.0,Positive
The Scarlet Singapore,Staff and location excellent. Nice touch with the mini bar complimentary and the snacks and water in reception.,8.0,Positive
The Scarlet Singapore,"Friendly atmosphere, very nice, helpful stuff.",9.0,Positive
The Scarlet Singapore,the scarlet was very nice right next to the MRT  it makes it very easy to get around,8.0,Positive
The Scarlet Singapore,"The property looks v impressive from entrance 
Room carpet ,furnishings and walls definitely need immediate refurbishment 
Good location Very expensive considering rooms and corridors very tired
The staff were exceptional and went out of their way to support and help me when I was sick",7.0,Positive
The Scarlet Singapore,The location near Chinatown. The hotel itself has really funky decor...not boring but rich and eclectic. Free minibar and endless free snacks. A great place to stay.,9.0,Positive
The Scarlet Singapore,location and decoration,9.0,Positive
The Scarlet Singapore,Snacks and mini bar,8.0,Positive
The Scarlet Singapore,Great location in Chinatown. Very helpful staff and relatively spacious room,8.0,Positive
The Scarlet Singapore,"Location near Maxwell centre was fantastic, and the amenities (like minibar) were great.",9.0,Positive
The Scarlet Singapore,"The hotel was in a prime location with easy access to the transport system. We had the options of 2 metro stations and a bus stop.
The room was spacious, airy and free of noise. 
The hotel was very generous in offering free refreshments (drinks / chicolates)in the room . Goid value for money.",8.0,Positive
The Scarlet Singapore,Location was handy to China town - good restaurants,8.0,Positive
The Scarlet Singapore,The staff were amazingly helpful. Although my room was smaller than o anticipated it was still very comfortable and well appointed.,8.0,Positive
The Scarlet Singapore,It was clean and close to China town. Staff are friendly,7.0,Positive
The Scarlet Singapore,"Staff were very helpful and polite. Also mini bar was free, which was a nice touch",8.0,Positive
The Scarlet Singapore,Location and superb clean. Staff are really helpful. I always stay when passing through Singapore,8.0,Positive
The Scarlet Singapore,"Close to Chinatown, Satay Street and the Maxwell Hawkers centre. Mini bar was included and replenished daily, staff were very accommodating",8.0,Positive
The Scarlet Singapore,"Love this quirky hotel.  Cannot fault any of the staff at the Scarlet.  They go out of their way to make the stay wonderful.  Reception, housekeeping, maintenance, all friendly and helpful.  Our initial room was rather cosy, especially the bathroom, and we asked if there was a chance to change rooms.  Hotel was full during the Grand Prix but as soon as a better room became available they cheerily helped us to move.  Special shout out to Putri, Kenneth, Priya, Jocelyn, Nazir and Samantha.
Location fabulous - right next to the amazing Maxwell Hawker Centre (can still get a great meal for S$5!) and the MRT, and short walk to Chinatown and the more upmarket Club St.
Great to have access to the minibar included.
Great coffee at the in house cafe.",9.0,Positive
The Scarlet Singapore,Perfect location! The most comfortable bed!!!,9.0,Positive
The Scarlet Singapore,I love the location. The room was clean. Large shower.,7.0,Positive
The Scarlet Singapore,The location in Chinatown where a lot of things are in walking distance. The hotel is lovely decorated and we loved the style.,9.0,Positive
The Scarlet Singapore,location and decoration,9.0,Positive
The Scarlet Singapore,Snacks and mini bar,8.0,Positive
The Scarlet Singapore,Great location in Chinatown. Very helpful staff and relatively spacious room,8.0,Positive
The Scarlet Singapore,"Location near Maxwell centre was fantastic, and the amenities (like minibar) were great.",9.0,Positive
The Scarlet Singapore,"The hotel was in a prime location with easy access to the transport system. We had the options of 2 metro stations and a bus stop.
The room was spacious, airy and free of noise. 
The hotel was very generous in offering free refreshments (drinks / chicolates)in the room . Goid value for money.",8.0,Positive
The Scarlet Singapore,Location was handy to China town - good restaurants,8.0,Positive
The Scarlet Singapore,The staff were amazingly helpful. Although my room was smaller than o anticipated it was still very comfortable and well appointed.,8.0,Positive
The Scarlet Singapore,It was clean and close to China town. Staff are friendly,7.0,Positive
The Scarlet Singapore,"Staff were very helpful and polite. Also mini bar was free, which was a nice touch",8.0,Positive
The Scarlet Singapore,Location and superb clean. Staff are really helpful. I always stay when passing through Singapore,8.0,Positive
The Scarlet Singapore,"Close to Chinatown, Satay Street and the Maxwell Hawkers centre. Mini bar was included and replenished daily, staff were very accommodating",8.0,Positive
The Scarlet Singapore,"Love this quirky hotel.  Cannot fault any of the staff at the Scarlet.  They go out of their way to make the stay wonderful.  Reception, housekeeping, maintenance, all friendly and helpful.  Our initial room was rather cosy, especially the bathroom, and we asked if there was a chance to change rooms.  Hotel was full during the Grand Prix but as soon as a better room became available they cheerily helped us to move.  Special shout out to Putri, Kenneth, Priya, Jocelyn, Nazir and Samantha.
Location fabulous - right next to the amazing Maxwell Hawker Centre (can still get a great meal for S$5!) and the MRT, and short walk to Chinatown and the more upmarket Club St.
Great to have access to the minibar included.
Great coffee at the in house cafe.",9.0,Positive
The Scarlet Singapore,Perfect location! The most comfortable bed!!!,9.0,Positive
The Scarlet Singapore,I love the location. The room was clean. Large shower.,7.0,Positive
The Scarlet Singapore,The location in Chinatown where a lot of things are in walking distance. The hotel is lovely decorated and we loved the style.,9.0,Positive
The Scarlet Singapore,Perfect position perfect staff perfect stay will stay again,8.0,Positive
The Scarlet Singapore,"Location, staff, amenities and the beds were so comfortable!",8.0,Positive
The Scarlet Singapore,The location is the best. You have access to many of the the hawker stands nearby and Chinatown is great for shopping and food. Great local restaurants and bars nearby as well. Nice boutique hotel. Great rooftop bar. Friendly staff.,9.0,Positive
The Scarlet Singapore,Property is quirky and in a great area. Very comfortable room . Staff were great,8.0,Positive
The Scarlet Singapore,"The location in Chinatown is great, staff was excellent. 
Rooftop bar is great and you have a great view, even if it’s not a high building",7.0,Positive
The Scarlet Singapore,"Great location, friendly staff and large rooms",9.0,Positive
The Scarlet Singapore,Location.,7.0,Positive
The Scarlet Singapore,"Great location close to public transport, Chinatown and places to eat.",9.0,Positive
The Scarlet Singapore,"The room, like all in Singapore is a little smaller than most European /USA/Australian travelers would be used to. Having said that, the room was spotlessly clean, well appointed and met our needs perfectly.   Nice touches were the FREE endless mini bar. replenished every day at no cost. The MRT (subway) is a short stroll and Chinatown close by. All in all a very good place to stay in central Singapore, close to transport options. The staff were also excellent and very professional.",9.0,Positive
The Scarlet Singapore,"Location was fabulous, room was generous in size and hotel staff so helpful. Cleanliness was great too",8.0,Positive
The Scarlet Singapore,"Close to Chinatown, Satay Street and the Maxwell Hawkers centre. Mini bar was included and replenished daily, staff were very accommodating",8.0,Positive
The Scarlet Singapore,"Love this quirky hotel.  Cannot fault any of the staff at the Scarlet.  They go out of their way to make the stay wonderful.  Reception, housekeeping, maintenance, all friendly and helpful.  Our initial room was rather cosy, especially the bathroom, and we asked if there was a chance to change rooms.  Hotel was full during the Grand Prix but as soon as a better room became available they cheerily helped us to move.  Special shout out to Putri, Kenneth, Priya, Jocelyn, Nazir and Samantha.
Location fabulous - right next to the amazing Maxwell Hawker Centre (can still get a great meal for S$5!) and the MRT, and short walk to Chinatown and the more upmarket Club St.
Great to have access to the minibar included.
Great coffee at the in house cafe.",9.0,Positive
The Scarlet Singapore,Perfect location! The most comfortable bed!!!,9.0,Positive
The Scarlet Singapore,I love the location. The room was clean. Large shower.,7.0,Positive
The Scarlet Singapore,The location in Chinatown where a lot of things are in walking distance. The hotel is lovely decorated and we loved the style.,9.0,Positive
The Scarlet Singapore,Perfect position perfect staff perfect stay will stay again,8.0,Positive
The Scarlet Singapore,"Location, staff, amenities and the beds were so comfortable!",8.0,Positive
The Scarlet Singapore,The location is the best. You have access to many of the the hawker stands nearby and Chinatown is great for shopping and food. Great local restaurants and bars nearby as well. Nice boutique hotel. Great rooftop bar. Friendly staff.,9.0,Positive
The Scarlet Singapore,Property is quirky and in a great area. Very comfortable room . Staff were great,8.0,Positive
The Scarlet Singapore,"The location in Chinatown is great, staff was excellent. 
Rooftop bar is great and you have a great view, even if it’s not a high building",7.0,Positive
The Scarlet Singapore,"Great location, friendly staff and large rooms",9.0,Positive
The Scarlet Singapore,Location.,7.0,Positive
The Scarlet Singapore,"Great location close to public transport, Chinatown and places to eat.",9.0,Positive
The Scarlet Singapore,"The room, like all in Singapore is a little smaller than most European /USA/Australian travelers would be used to. Having said that, the room was spotlessly clean, well appointed and met our needs perfectly.   Nice touches were the FREE endless mini bar. replenished every day at no cost. The MRT (subway) is a short stroll and Chinatown close by. All in all a very good place to stay in central Singapore, close to transport options. The staff were also excellent and very professional.",9.0,Positive
The Scarlet Singapore,"Location was fabulous, room was generous in size and hotel staff so helpful. Cleanliness was great too",8.0,Positive
The Scarlet Singapore,"The hotel's location is excellent, right next to the Maxwell SMRT station with easy access to the rest of the city. While it's next to Chinatown, it's also next to Club Street, with many bars and restaurants that are very cosmopolitan to choose from. The staff are extremely helpful and the room, while a little quirky, is well-equipped with anything most guests would need. The complimentary mini-bar was basic but well-stocked and a bonus when coming back to the room in the evening, looking for a quick snack.",9.0,Positive
The Scarlet Singapore,Location and efficient staff,9.0,Positive
The Scarlet Singapore,"Location is very good, walking distance to foodcourt n shops. The staff who served me, Kenneth, was fantastic, very friendly n helpful.",8.0,Positive
The Scarlet Singapore,"Location is excellent, away from the tourist milieu and very close to MRT.  Located in Chinatown is a way better option than one of the mainstream hotels in shopping alley (Orchard Rd) - unless you are a shopaholic.  I liked the idea of the hotel being in remodelled shophouses - this added to the quirkyness of the interior layout.  The mini bar provided soft drinks and a couple of beers each day (without charge) and the rooms were small but comfortable with a bit of an 'olde world Singapore' look and feel to them.  Staff were very friendly and helpful.  
If you like Hawker Centre food, the Maxwell centre is  5 mins away and Chinatown proper only another 5 mins away.  We were there for five nights and being Durian fruit lovers were able to end the day with a different type of durian fruit feast each evening prior to our return to the hotel.
Overall, different but better than a stay in the mainstream tourist hotels...
We would stay here again.",8.0,Positive
The Scarlet Singapore,"The staffs were very helpful. Bathroom was clean. Refrigerator was always filled up with goodies. The best thing for me is the slippers since I forgot to bring mine.i don't know if they charged me for that 🙃 😅. From outside the room ,  i never expected the inside and the bathroom  specially ,appeared so clean..The bed was so comfortable that's a ➕️.",8.0,Positive
The Scarlet Singapore,"Location was perfect, also the design is quite nice. Super cool rooftop bar as well.",8.0,Positive
The Scarlet Singapore,Stylish hotel converted from a row of shop houses. Elegant.,9.0,Positive
The Scarlet Singapore,"Great minibar! Friendly staff, comfortable, good location.",9.0,Positive
The Scarlet Singapore,"Brilliant location right by the Maxwell hawkers market and China town. Train station 100m walk.
Fantastic balcony and bed. Free mini bar daily was great.",8.0,Positive
The Scarlet Singapore,Great friendly staff.,8.0,Positive
The Scarlet Singapore,"Great location, friendly staff and large rooms",9.0,Positive
The Scarlet Singapore,Location.,7.0,Positive
The Scarlet Singapore,"Great location close to public transport, Chinatown and places to eat.",9.0,Positive
The Scarlet Singapore,"The room, like all in Singapore is a little smaller than most European /USA/Australian travelers would be used to. Having said that, the room was spotlessly clean, well appointed and met our needs perfectly.   Nice touches were the FREE endless mini bar. replenished every day at no cost. The MRT (subway) is a short stroll and Chinatown close by. All in all a very good place to stay in central Singapore, close to transport options. The staff were also excellent and very professional.",9.0,Positive
The Scarlet Singapore,"Location was fabulous, room was generous in size and hotel staff so helpful. Cleanliness was great too",8.0,Positive
The Scarlet Singapore,"The hotel's location is excellent, right next to the Maxwell SMRT station with easy access to the rest of the city. While it's next to Chinatown, it's also next to Club Street, with many bars and restaurants that are very cosmopolitan to choose from. The staff are extremely helpful and the room, while a little quirky, is well-equipped with anything most guests would need. The complimentary mini-bar was basic but well-stocked and a bonus when coming back to the room in the evening, looking for a quick snack.",9.0,Positive
The Scarlet Singapore,Location and efficient staff,9.0,Positive
The Scarlet Singapore,"Location is very good, walking distance to foodcourt n shops. The staff who served me, Kenneth, was fantastic, very friendly n helpful.",8.0,Positive
The Scarlet Singapore,"Location is excellent, away from the tourist milieu and very close to MRT.  Located in Chinatown is a way better option than one of the mainstream hotels in shopping alley (Orchard Rd) - unless you are a shopaholic.  I liked the idea of the hotel being in remodelled shophouses - this added to the quirkyness of the interior layout.  The mini bar provided soft drinks and a couple of beers each day (without charge) and the rooms were small but comfortable with a bit of an 'olde world Singapore' look and feel to them.  Staff were very friendly and helpful.  
If you like Hawker Centre food, the Maxwell centre is  5 mins away and Chinatown proper only another 5 mins away.  We were there for five nights and being Durian fruit lovers were able to end the day with a different type of durian fruit feast each evening prior to our return to the hotel.
Overall, different but better than a stay in the mainstream tourist hotels...
We would stay here again.",8.0,Positive
The Scarlet Singapore,"The staffs were very helpful. Bathroom was clean. Refrigerator was always filled up with goodies. The best thing for me is the slippers since I forgot to bring mine.i don't know if they charged me for that 🙃 😅. From outside the room ,  i never expected the inside and the bathroom  specially ,appeared so clean..The bed was so comfortable that's a ➕️.",8.0,Positive
The Scarlet Singapore,"Location was perfect, also the design is quite nice. Super cool rooftop bar as well.",8.0,Positive
The Scarlet Singapore,Stylish hotel converted from a row of shop houses. Elegant.,9.0,Positive
The Scarlet Singapore,"Great minibar! Friendly staff, comfortable, good location.",9.0,Positive
The Scarlet Singapore,"Brilliant location right by the Maxwell hawkers market and China town. Train station 100m walk.
Fantastic balcony and bed. Free mini bar daily was great.",8.0,Positive
The Scarlet Singapore,Great friendly staff.,8.0,Positive
The Scarlet Singapore,"Staff very friendly.  Room was nice but a bit small...for me.  Room seemed to be next to a road, so I heard traffic noise.  Very nice amenities in the room.",9.0,Positive
The Scarlet Singapore,"Staff were very helpful.  Booking taxi's, giving help and guidance etc
Décor was nice.
Rooms, although a bit small, but I'm told that's Singapore, were very clean and the beds were great.
Excellent top up of the freebees in the rooms fridge etc",8.0,Positive
The Scarlet Singapore,The location was perfect for us to explore China Town. We were even able to walk to Gardens On the Bay and Super Tree Grove. Maxwell Hawker Centre is just across the road. Although the room was small it was clean and very comfortable. Lovely staff. We will stay here again when we return to Singapore.,9.0,Positive
The Scarlet Singapore,Staff and location,7.0,Positive
The Scarlet Singapore,"Proximity to food and pubs, excellent service staff",9.0,Positive
The Scarlet Singapore,Great location- charming building and good staff.,9.0,Positive
The Scarlet Singapore,Location very convenient,8.0,Positive
The Scarlet Singapore,The location right near Maxwell train station and China Town.,8.0,Positive
The Scarlet Singapore,"Staff were excellent, location is decent",7.0,Positive
The Scarlet Singapore,"Loved the furnishings 
Loved all bar food and drink included",9.0,Positive
The Scarlet Singapore,"Location was perfect, also the design is quite nice. Super cool rooftop bar as well.",8.0,Positive
The Scarlet Singapore,Stylish hotel converted from a row of shop houses. Elegant.,9.0,Positive
The Scarlet Singapore,"Great minibar! Friendly staff, comfortable, good location.",9.0,Positive
The Scarlet Singapore,"Brilliant location right by the Maxwell hawkers market and China town. Train station 100m walk.
Fantastic balcony and bed. Free mini bar daily was great.",8.0,Positive
